title,Year,Certificate,genres,overview,Runtime,Rating,No.of.Ratings,id,original_language,poster
Tej I Love U,2018.0,U,Romance            ,"    Tej, a youngster who's highly attached to his family, is banished from his home by his uncle (Peddananna). He then finds himself in London, where he falls in love with Nandini. After long ...                See full summary »",122,5.4,288,100656.0,te,https://image.tmdb.org/t/p/w500//buFvoPbnrtCB7ysJEl9GC1drF85.jpg
Winner,,UA,"Action, Drama            ",    A man who is separated from his family as a child is replaced by an interloper.,155,4.6,288,1039659.0,te,https://image.tmdb.org/t/p/w500//wvTlXCh0XKukjsQtFGC4qtnO6Cz.jpg
Anveshana,1985.0,A,"Mystery, Thriller            ",    The story of an Ornithologist and a Police investigator coming to a forest and trying to solve the mystery of a series of killings allegedly by a man-eating tiger.,113,7.5,285,669123.0,te,https://image.tmdb.org/t/p/w500//jFNJZJgYr7kZIfUIr1y7NvTNQmb.jpg
Ism,2016.0,UA,Action            ,    Hackers and gangsters collide in this story about the fight against corruption.,132,5.8,284,594604.0,te,https://image.tmdb.org/t/p/w500//iNVdZ8rClOvlGhL4MSAC7z9vqO5.jpg
Abhinetri,2016.0,UA,"Comedy, Horror            ",    The Telugu version of the trilingual horror-comedy wherein a husband finds out his wife is possessed. The Hindi version is Tutak Tutak Tutiya (2016) and the Tamil version is Devi(L) (2016),127,6.1,284,1151678.0,te,
Allari Ramudu,2002.0,,"Action, Comedy, Drama            ",,0,4.3,284,307738.0,te,https://image.tmdb.org/t/p/w500//4SsH5h4G1OIgqdcsLhOvfIQvPyH.jpg
Devadasu,2006.0,,Romance            ,"    Devadas is the typical poor guy, while Bhanumati is a rich NRI girl whose father is the senator of New York. They fall in love when the girl comes to India to learn classical dance. Coming ...                See full summary »",175,5.0,283,307448.0,te,
Kodama Simham,1990.0,U,"Action, Adventure, Western            ",    Chiranjeevi has to get back the treasures hidden by his father by fighting the bad guys to release his mother from jail,141,6.7,283,278182.0,te,https://image.tmdb.org/t/p/w500//oYCIPB2IUCJjGxlmW4enhW62Jtj.jpg
April 1 Vidudala,1991.0,U,"Comedy, Romance, Thriller            ",    A habitual liar and con-man tries to transform himself into a honest and truthful person to win the heart of his ladylove.,144,7.7,282,40906.0,te,https://image.tmdb.org/t/p/w500//2l7qDqnR8j9Ryr18eIXTXZ27oZ8.jpg
Lankeshwarudu,1989.0,U,"Action, Drama            ",    An orphan grows to become a powerful gangster but faces challenges from within his gang as well as his police officer brother-in-law.,157,6.6,281,279128.0,te,https://image.tmdb.org/t/p/w500//fOt2Ckvc3Hf9rMtbRXkkpIgrq76.jpg
Kondaveeti Donga,1990.0,U,"Action, Adventure, Drama            ","    Unable to tolerate the worries of the villagers, Raja takes aid of a fairy tale hero 'Kondaveeti Donga', transforms himself into one and sets out to save the people from an evil hypnotizer Kadra.",151,6.9,280,103227.0,te,https://image.tmdb.org/t/p/w500//elfMzgRW3fE6g7SYmaF0eVmuvGf.jpg
O Pitta Katha,2020.0,U,"Drama, Thriller            ",    Two men fall deeply in love with the same woman but when she suddenly gets kidnapped they get involved in the case to rescue her.,128,6.9,278,681657.0,te,https://image.tmdb.org/t/p/w500//hSNQs2DrKfbyUgmai4U2CvjZ4Y1.jpg
Mutamestri,1993.0,U,"Action, Drama            ",    The story of a vegetable market worker who rises to the state of a minister.,163,7.1,278,279121.0,te,https://image.tmdb.org/t/p/w500//mVcJnHw4S2F0xTamFWNX4BgQiv9.jpg
Subbu,2001.0,,Drama            ,,0,4.4,277,463736.0,te,https://image.tmdb.org/t/p/w500//5GlpxgzF8csSc9WsbkVwwvwvf0h.jpg
Pilla Nuvvu Leni Jeevitham,2014.0,A,"Action, Drama, Romance            ",    Seenu(Sai Dharam Tej) falls in love with Shailu(Regina) and proposes to her but gets rejected every time.Twist in the tale arises when Seenu comes to know that Shailu is in danger posed by ...                See full summary »,160,6.0,276,303732.0,te,https://image.tmdb.org/t/p/w500//2pLoXL7Zq5LkgimtnkptJ6VLn2j.jpg
Sri Ramulayya,1999.0,,Action            ,,0,4.8,276,100671.0,te,https://image.tmdb.org/t/p/w500//kxw6ss3UPirjTzwjKOfRMQGghmP.jpg
Boss,2006.0,U,Romance            ,"    Abandoned at birth at the Kasturba Annarthalay by her father, Gangulal, due to her gender, Anuradha grows up, and feels rejected when she is by-passed for adoption. When she grows up, she ...                See full summary »",151,4.2,276,228355.0,te,https://image.tmdb.org/t/p/w500//kOsSC9X6aarcq0LlFAPTECIZ0jd.jpg
Anaganaga Oka Roju,1997.0,U,"Action, Comedy, Drama            ",    Two runaway lovers are wanted both by the police and a bunch of crooks. Unknown to them they carry a powerful evidence that can expose a dirty political plot. The only person who can help ...                See full summary »,119,7.1,275,38887.0,te,https://image.tmdb.org/t/p/w500//6X363a9M2zZMPKcKgufPNEN0X0d.jpg
Raghavendra,2003.0,,"Action, Drama, Romance            ",    Raghavendra's life comes to a standstill when his lover is killed by a ruthless don and starts to live a reclusive life. However circumstances forces him to fight against the perpetrators who have ruined his life.,151,4.9,274,202080.0,te,https://image.tmdb.org/t/p/w500//bQ5T8Uh8l44uBXSJgv9I26IE1sA.jpg
Kondaveeti Simhasanam,2002.0,U,"Action, Drama            ",,180,4.0,272,1142476.0,te,https://image.tmdb.org/t/p/w500//gbS8ibHheD8lwUHgnVZRocXgQLu.jpg
Cinema Chupista Maava,2015.0,,Family            ,"    Kaththi(Raj Tarun) is a careless youth who spends his life without any goal. One fine day, he falls in love with a Bengali girl named Parineetha(Avika Gor) and her father has some conditions for him to marry her daughter.",143,6.1,271,369215.0,te,https://image.tmdb.org/t/p/w500//eY72z7kPBSJ79gSvhCJ3UQEoCSs.jpg
Sri Jagadguru Adi Shankara,2013.0,,Drama            ,    The film is based on the life of 8th century philosopher Adi Shankara. The film is the sequel of the 2001 Telugu Devotional film Sri Manjunatha.,0,6.4,270,100677.0,te,
Hawaa,2019.0,UA,Crime            ,"    A Gripping Nightmarish Journey in Broad Daylight which revolves around 9 BRAINS, 9 CRIMES in 9 HOURS..!.",110,7.0,269,725741.0,te,https://image.tmdb.org/t/p/w500//3WpoGxnG6lWHFGXjmkoEW7IYAJZ.jpg
Toofan,2013.0,,Action            ,    ACP Vijay Khanna is transferred to Mumbai. He is assigned to an investigation that puts him face to face with the oil mafia.,137,3.0,268,228979.0,te,https://image.tmdb.org/t/p/w500//fvWYIGtwbYBdjsjl5fLsMVcbPLP.jpg
Ongole Githa,2013.0,A,"Action, Comedy            ",    White(Ram) enters the Chilli market yard in Ongole at the age of 12. Adikeshava (Prakash Raj) is the chairman of that Chilli yard. White comes to know of Adikeshava's real character and ...                See full summary »,160,5.1,268,200013.0,te,https://image.tmdb.org/t/p/w500//rqA79U1NFjZlRCIB2mcrgSWgLTT.jpg
Chukkallo Chandrudu,2006.0,,Drama            ,    A rich boy tries to identify the girl to marry from his 3 childhood friends.,146,5.4,268,117051.0,te,https://image.tmdb.org/t/p/w500//iA6zEasOt1vTqA9pxHap8E3a7TW.jpg
Indrudu Chandrudu,1989.0,U,"Comedy, Drama            ",    A corrupt mayor decides to live honest life.,158,7.2,268,66364.0,te,https://image.tmdb.org/t/p/w500//7zBDGFHP7d26PIXmIXWyelbkzQ8.jpg
Sankranthi,2005.0,U,Drama            ,"    Raghavendra, Vishnu, Chinna, and Vamsi are brothers. Raghavendra and Anjali (Arti Agarwal) fall in love and they are relatives as well. They get engaged with the consent of parents. But ...                See full summary »",160,6.2,266,279459.0,te,https://image.tmdb.org/t/p/w500//spYyD4d230dmAG824F89zm2l0IU.jpg
Aa Okkati Adakku,1993.0,U,Comedy            ,,155,7.8,266,1282465.0,te,https://image.tmdb.org/t/p/w500//qBSQNrz7YNZxIEfuA2AxfnkaG8f.jpg
Eeshwar,2002.0,,"Action, Drama            ",,0,5.2,265,117085.0,te,https://image.tmdb.org/t/p/w500//xy5WSj34dM4ZEHNhrm0RViLnLMS.jpg
Ratchakan,1997.0,,"Action, Romance            ","    Ajay, a short tempered young man falls in love with soniya daughter of a bigshot. Things take a turn for the worse when soniya's father puts a condition that Ajay has to control his temper for 3 months while working in his company.",154,6.4,264,307797.0,te,https://image.tmdb.org/t/p/w500//lP9K0AoSxJHNq36PjDm1S8k6oeI.jpg
Maruthu,2016.0,UA,"Action, Drama            ",    Maruthu is a rustic action entertainer where Vishal plays the role of a labourer. The story revolves around his relationship with his grandmother.,146,5.2,263,371429.0,te,https://image.tmdb.org/t/p/w500//fTQfQZAOGct9vk8BKJY1klyMeNu.jpg
Yamudiki Mogudu,1988.0,U,"Action, Comedy, Fantasy            ","    A man, who wrongfully dies before his time, is reincarnated in the body of a lookalike.",145,7.3,262,279134.0,te,https://image.tmdb.org/t/p/w500//7FBOgvUw8dyWo79YIZVwfL5Be8X.jpg
Police Police,2010.0,A,Action            ,"    Srikanth (S.P Ranadheer) appears as the protagonist while Prithviraj Sukumaran (D.S.P) appears as the antagonist. Srikanth is a sincere cop who tries to remove the wrong doers, whereas ...                See full summary »",142,5.6,261,11636.0,te,https://image.tmdb.org/t/p/w500//kWUTyIao0b8DxVrO6L0LnpJVYWV.jpg
Evvarikee Cheppoddu,2019.0,U,Drama            ,"    Hari and Harathi are in love, but Harathi's father won't agree to their relationship because of their caste differences.",133,7.3,261,637917.0,te,https://image.tmdb.org/t/p/w500//zFfylEA0CD27sRwRIW7tzCY3K4D.jpg
Sudigaadu,2012.0,UA,"Action, Comedy            ","    Join Shiva, a larger than life hero on a madcap journey to find his kidnapped parents and to capture a notorious criminal.",140,5.7,260,155738.0,te,https://image.tmdb.org/t/p/w500//rlLpVpZGfTKu2UKzOBeHQgrNrzt.jpg
Rama Rama Krishna Krishna,2010.0,UA,"Action, Comedy, Drama            ",    After his wife's murder he give up Mumbai and goes to a village with his two sisters for their safety.,161,5.4,260,66491.0,te,https://image.tmdb.org/t/p/w500//jKmHQYCYSVT4DJlrfLgGbqfs8Gh.jpg
Geethanjali,2014.0,A,"Comedy, Horror            ",    Filmmakers are haunted by a woman who committed suicide.,135,6.3,259,280287.0,te,
Padamati Sandhya Ragam,1987.0,U,Romance            ,    The story of an Indian girl falling in love with an American in 80s USA.,142,7.8,259,402346.0,te,https://image.tmdb.org/t/p/w500//yLjLYdRtQSb0mA12E71pNGUwsyw.jpg
Sri Manjunatha,2001.0,U,"Drama, Family, History            ",    The story of the famous Saint-Poet Manjunatha.,152,6.9,259,66519.0,te,https://image.tmdb.org/t/p/w500//vmLB3lSmSWUFDCEl6XR71GrpRZ3.jpg
Vennela,2005.0,UA,Romance            ,,133,7.0,258,266499.0,te,https://image.tmdb.org/t/p/w500//cFbkcIwC1zG4O67zww2XSarMAD0.jpg
Jaguar,2016.0,,Action            ,"    Krishna, a young medical student, strikes against corrupt figures of power as a vigilante and tries to decribes his father's injustice death while trying to win the love of his friend's sister as a college student.",153,5.6,257,162987.0,te,https://image.tmdb.org/t/p/w500//ickg7BDwjMgyF9wihBpTqHGXX7c.jpg
Marshal,2019.0,,Action            ,"    Marshal is a medical crime thriller movie directed by Jai Raaja Singh and produced by Abhay Adaka. The movie cast includes Srikanth, Abhay, Megha Chowdhury and Rashmi are in the lead roles. Yaadagiri Varikuppala scored music.",143,6.9,257,693462.0,te,https://image.tmdb.org/t/p/w500//j1V916IS66UOX4X7eUgAPJyptYj.jpg
Master,1997.0,U,"Action, Drama            ","    A popular college professor is unable to find true happiness because of his dark past, but the persistence of love and justice ultimately win the day.",126,6.8,257,680829.0,te,https://image.tmdb.org/t/p/w500//gxbwRHsQ2v6DQv28ttp7pIx7Utj.jpg
Maska,2009.0,,"Action, Comedy, Drama            ",    An unemployed slacker attempts to woo and marry a woman who is going to live abroad.,156,5.2,254,686919.0,te,https://image.tmdb.org/t/p/w500//4tYTGLcsuxhmBtiKq57yGqh0xQO.jpg
Assembly Rowdy,1991.0,,"Action, Drama            ",    An unemployed young man gets involved in local politics.,0,6.0,254,303259.0,te,
Mehbooba,2018.0,UA,"Action, Drama, Romance            ",    Mehbooba movie is a romantic love story in the backdrop of 1971 Indo-Pak war.,152,5.7,253,347839.0,te,https://image.tmdb.org/t/p/w500//68A19n8S3i9xP3FDTpdi4rc6gla.jpg
Sneham Kosam,1999.0,U,"Action, Drama            ","    Prabhavati lives a wealthy lifestyle in India with her dad, mom, and elder sister, Rani. Rani is of marriageable age and her marriage is arranged with her mom's half-brother, but just after...                See full summary »",169,6.5,253,500189.0,te,https://image.tmdb.org/t/p/w500//8CJ1YQ7772C0GObelY5pYAp8MCy.jpg
Sindhu Bhairavi,1985.0,,Drama            ,"    The plot of the film revolves around the three lead characters J. K. Balaganapathi (JKB), Sindhamani aka Sindhu and Bhairavi. A Carnatic singer (JKB) at the peak of his career loses his ...                See full summary »",159,7.2,252,313612.0,te,https://image.tmdb.org/t/p/w500//gcUWVWHmsGu7ahGIzjlyrCnObTl.jpg
Adhinayakudu,2012.0,,"Action, Drama            ",    A Grandson from a political family struggles to level up with his father and grandfather. Balakrishna plays all three roles in this film.,0,3.6,250,168119.0,te,https://image.tmdb.org/t/p/w500//z16CiGi73lEirIh2lUO5ojgDxQD.jpg
Lakshyam,2007.0,UA,"Action, Drama, Romance            ",    A tale of brotherhood and love .,164,6.1,249,81079.0,te,https://image.tmdb.org/t/p/w500//lnmSxqHsaDhSpo8t4pOSlMh2LN8.jpg
Adavi Ramudu,2004.0,UA,"Action, Romance            ","    A poor man from a small village attends an urban college and wins the heart of a woman from a wealthy and powerful family. Her relatives disapprove. Eventually, the pair flee into the forest and are pursued by her angry family.",0,4.0,249,228096.0,te,https://image.tmdb.org/t/p/w500//hyFMf4CVCfxUfSqW788j6nQR9Lq.jpg
Kunti Puthrudu,1993.0,,Drama            ,,140,4.1,249,100708.0,te,https://image.tmdb.org/t/p/w500//t6iC0rlSwdvxNOOKqZW93iPDdY5.jpg
